date, pm25, pm10, o3, no2, so2
2019/11/4, 20, 13, , 12, 
2019/11/5, 25, 16, , 14, 
2019/11/6, 29, 10, 22, 12, 1
2019/11/7, 25, 12, 24, 17, 
2019/11/8, 29, 10, 22, 22, 
2019/11/9, 28, , 27, 7, 
2019/11/10, 40, , 27, 7, 
2019/11/11, 35, 23, 26, 15, 
2019/11/12, 51, 17, 24, 8, 
2019/11/13, 33, 11, 28, , 
2019/11/14, 16, 12, 26, 17, 
2019/11/15, 27, 12, 27, 14, 
2019/11/16, 33, , 25, 12, 
2019/11/17, 37, 8, 26, 12, 
2019/11/18, 15, 14, 16, 27, 
2019/11/19, 37, 13, 25, 19, 
2019/11/20, 38, , , , 
2019/11/22, 16, 15, 30, 16, 
2019/11/23, 50, 33, 26, 19, 
2019/11/24, 76, 9, 22, 13, 1
2019/11/25, 18, 8, 21, 9, 
2019/11/26, 16, 21, 20, 24, 
2019/11/27, 46, 11, 24, 11, 
2019/11/28, 21, 13, 23, 10, 
2019/11/29, 26, 9, 23, 12, 
2019/11/30, 21, 10, 29, 7, 
2019/12/1, 11, 5, 23, 11, 
2019/12/2, 18, 4, 18, 15, 
2019/12/3, 9, 17, 13, 20, 
2019/12/4, 49, 11, 20, 18, 
2019/12/5, 41, 7, 16, 18, 1
2019/12/6, 26, 22, 13, 22, 
2019/12/7, 63, , 14, 23, 
2019/12/9, 26, 19, 6, 28, 1
2019/12/10, 65, 24, 27, 26, 
2019/12/11, 54, 7, 25, 14, 
2019/12/12, 18, 7, , 8, 
2019/12/13, 29, , , , 
2019/12/14, 18, , , , 
2019/12/15, 11, 3, , , 
2019/12/16, 8, , , , 
2019/7/1, 25, 15, 27, 5, 
2019/7/2, 35, 19, 29, 9, 
2019/7/3, 45, 17, 28, 7, 
2019/7/4, 43, 12, 29, 8, 
2019/7/5, 28, 14, 35, 6, 
2019/7/6, 34, 10, 27, 6, 
2019/7/7, 32, 10, 32, 8, 
2019/7/8, 30, 15, 36, 7, 
2019/7/9, 44, 17, 42, 9, 
2019/7/10, 50, 19, 44, 10, 
2019/7/11, 54, 22, 27, 9, 
2019/7/12, 53, 29, 34, 9, 
2019/7/13, 62, , 35, 4, 
2019/7/15, 45, 18, 33, 5, 
2019/7/16, 52, 17, 29, 5, 
2019/7/17, 49, 14, 29, 5, 
2019/7/18, 35, 9, 20, 6, 
2019/7/19, 24, 8, 17, 3, 
2019/7/20, 13, 9, 27, 4, 
2019/7/21, 15, 14, 34, 9, 
2019/7/22, 38, 15, 25, 6, 
2019/7/23, 43, 11, 19, 8, 
2019/7/24, 34, 10, 18, 6, 
2019/7/25, 31, 13, 22, 4, 
2019/7/26, 22, 13, 18, 6, 
2019/7/27, 22, 11, 26, 5, 
2019/7/28, 17, 10, 26, 4, 
2019/7/29, 21, 12, 27, 4, 
2019/7/30, 26, 10, 29, 6, 
2019/7/31, 22, 14, 27, 6, 
2019/8/1, 36, 14, 27, 5, 
2019/8/2, 38, 10, 21, 4, 
2019/8/3, 32, 7, 22, 3, 
2019/8/4, 23, 6, 23, 5, 
2019/8/5, 17, 7, 16, 5, 
2019/8/6, 22, 7, 15, 8, 
2019/8/7, 23, 9, 8, 4, 
2019/8/8, 32, 9, 20, 8, 
2019/8/9, 25, 14, 24, 7, 
2019/8/10, 23, 11, 25, 4, 
2019/8/11, 22, 7, 28, 5, 
2019/8/12, 15, 11, 30, 5, 
2019/8/13, 19, 12, 28, 5, 
2019/8/14, 24, 8, 25, 3, 
2019/8/15, 17, 8, 20, 4, 
2019/8/16, 17, 7, 20, 3, 
2019/8/17, 18, 6, 17, 3, 
2019/8/18, 18, 11, 30, 4, 
2019/8/19, 22, 14, 30, 6, 
2019/8/20, 27, 13, 37, 11, 
2019/8/21, 37, 17, 57, 15, 
2019/8/22, 43, 24, 53, 15, 
2019/8/23, 57, 17, 33, 7, 
2019/8/24, 46, 17, 30, 4, 
2019/8/25, 38, 15, 35, 8, 
2019/8/26, 42, 17, 31, 6, 
2019/8/27, 46, 13, 32, 7, 
2019/8/28, 36, 11, 27, 8, 
2019/8/29, 27, 11, 27, 13, 
2019/8/30, 29, 13, 30, 5, 
2019/8/31, 35, 12, 28, 4, 
2019/9/1, 24, 15, 26, 12, 
2019/9/2, 30, 25, 32, 25, 
2019/9/3, 56, 22, 39, 24, 
2019/9/4, 52, 21, 40, 10, 
2019/9/5, 48, 21, 38, 15, 
2019/9/6, 40, 19, 42, 14, 
2019/9/7, 41, 25, 37, 29, 
2019/9/8, 56, 27, 30, 8, 
2019/9/9, 57, 24, 26, 5, 
2019/9/10, 42, 20, 33, 9, 
2019/9/11, 37, 14, 36, 16, 
2019/9/12, 37, 18, 34, 13, 
2019/9/13, 44, 20, 40, 9, 
2019/9/14, 45, 21, 33, 13, 
2019/9/15, 46, , 35, 15, 
2019/9/17, 60, 19, 31, 11, 
2019/9/18, 54, 20, 34, 11, 
2019/9/19, 54, 17, 25, 12, 
2019/9/20, 47, 5, 21, 7, 
2019/9/21, 17, 10, 23, 13, 
2019/9/22, 5, 14, 18, 19, 
2019/9/23, 33, 14, 17, 13, 
2019/9/24, 32, 13, 22, 9, 
2019/9/25, 26, 11, 24, 7, 
2019/9/26, 22, 11, 25, 6, 
2019/9/27, 26, 9, 30, 6, 
2019/9/28, 21, 10, 26, 7, 
2019/9/29, 23, 15, 13, 12, 
2019/9/30, 38, 14, 22, 9, 
2019/4/1, 51, 16, 36, 19, 
2019/4/2, 49, 15, 37, 8, 
2019/4/3, 34, 11, 35, 12, 
2019/4/4, 15, 8, 33, 13, 
2019/4/5, 15, 8, 36, 9, 
2019/4/6, 18, 11, 34, 8, 
2019/4/7, 25, 13, 36, 14, 
2019/4/8, 32, 13, 35, 10, 
2019/4/9, 29, 13, 34, 8, 
2019/4/10, 31, 9, 34, 8, 
2019/4/11, 24, 9, 34, 11, 
2019/4/12, 27, 12, 28, 12, 
2019/4/13, 34, 9, 17, 6, 
2019/4/14, 29, 7, 38, 9, 
2019/4/15, 18, 11, 39, 16, 
2019/4/16, 25, 8, 41, 9, 
2019/4/17, 14, 9, 32, 14, 
2019/4/18, 21, 13, 33, 16, 
2019/4/19, 31, 10, 36, 8, 
2019/4/20, 23, 11, 44, 5, 
2019/4/21, 24, 15, 52, 8, 
2019/4/22, 39, 13, 37, 9, 
2019/4/23, 30, 8, 35, 7, 
2019/4/24, 15, 14, 32, 7, 
2019/4/25, 29, 18, 35, 8, 
2019/4/26, 38, 14, 36, 6, 
2019/4/27, 32, 12, 33, 7, 
2019/4/28, 31, 9, 34, 11, 
2019/4/29, 23, 15, 30, 8, 
2019/4/30, 33, 18, 30, 4, 
2019/5/1, 38, 19, 35, 10, 
2019/5/2, 37, 20, 36, 17, 
2019/5/3, 49, 17, 38, 8, 
2019/5/4, 39, 16, 39, 17, 
2019/5/5, 34, 16, 39, 7, 
2019/5/6, 42, 9, 20, 7, 
2019/5/7, 21, 8, 25, 9, 
2019/5/8, 17, 6, 20, 10, 
2019/5/9, 14, 10, 23, 8, 
2019/5/10, 23, 7, 34, 7, 
2019/5/11, 14, 8, 34, 12, 
2019/5/12, 18, 6, 38, 14, 
2019/5/13, 15, 15, 41, 18, 
2019/5/14, 33, 20, 41, 15, 
2019/5/15, 49, 22, 36, 5, 3
2019/5/16, 50, 15, 32, 7, 
2019/5/17, 23, 12, 32, 5, 1
2019/5/18, 17, 8, 30, 5, 
2019/5/19, 14, 8, 25, 8, 1
2019/5/20, 10, 7, 28, 7, 
2019/5/21, 15, 6, 28, 7, 
2019/5/22, 14, 11, 28, 5, 
2019/5/23, 22, 10, 29, 4, 
2019/5/24, 17, 14, , , 
2019/5/25, 30, 13, , , 
2019/5/26, 18, 14, , , 
2019/5/27, 31, 14, , , 
2019/5/28, 29, 16, , , 
2019/5/29, 31, 13, , , 
2019/5/30, 23, 15, 37, 16, 1
2019/5/31, 35, 22, 56, 15, 
2019/6/1, 50, 15, 40, 8, 
2019/6/2, 35, 12, 23, 8, 
2019/6/3, 27, 10, 29, 7, 
2019/6/4, 20, 11, 31, 6, 
2019/6/5, 18, 11, 31, 9, 
2019/6/6, 15, 12, 31, 10, 
2019/6/7, 19, 8, 33, 5, 
2019/6/8, 12, 8, 32, 5, 
2019/6/9, 13, 6, 32, 4, 
2019/6/10, 12, 6, 34, 7, 
2019/6/11, 11, 10, 34, 4, 
2019/6/12, 18, 10, 35, 5, 
2019/6/13, 19, 9, 31, 9, 
2019/6/14, 17, 12, 31, 8, 
2019/6/15, 28, 7, 34, 4, 
2019/6/16, 20, 7, 34, 9, 
2019/6/17, 22, 9, 23, 6, 
2019/6/18, 24, 15, 25, 6, 
2019/6/19, 35, 9, 30, 4, 
2019/6/20, 23, 8, 27, 5, 
2019/6/21, 18, 9, 25, 8, 
2019/6/22, 24, 8, 17, 5, 
2019/6/23, 18, 9, 19, 14, 
2019/6/24, 24, 8, 22, 12, 
2019/6/25, 22, 8, 21, 10, 
2019/6/26, 25, 9, 23, 11, 
2019/6/27, 24, 7, 26, 7, 
2019/6/28, 17, 7, 30, 5, 
2019/6/29, 14, 11, 28, 3, 
2019/6/30, 19, 12, 27, 5, 
2019/1/1, 54, 19, 16, 14, 2
2019/1/2, 53, 16, 11, 12, 2
2019/1/3, 52, 19, 19, 16, 1
2019/1/4, 60, 23, 13, 22, 1
2019/1/5, 63, 25, 11, 21, 2
2019/1/6, 69, 34, 12, 31, 2
2019/1/7, 80, 40, 9, 36, 4
2019/1/8, 85, 46, 6, 33, 2
2019/1/9, 92, 34, 17, 21, 2
2019/1/10, 74, 16, 20, 18, 
2019/1/11, 39, 18, 20, 18, 1
2019/1/12, 46, 25, 18, 22, 1
2019/1/13, 59, 29, 8, 29, 1
2019/1/14, 71, 32, 17, 23, 1
2019/1/15, 80, 44, 3, 23, 
2019/1/16, 95, 30, 25, 14, 1
2019/1/17, 71, 17, 20, 19, 1
2019/1/18, 40, 14, 23, 10, 
2019/1/19, 31, 12, 30, 3, 1
2019/1/20, 24, 10, 26, 9, 1
2019/1/21, 17, 10, 26, 13, 1
2019/1/22, 19, 10, 29, 6, 1
2019/1/23, 17, 8, 27, 5, 1
2019/1/24, 11, 9, 18, 18, 1
2019/1/25, 20, 20, 17, 21, 1
2019/1/26, 56, 16, 31, 3, 2
2019/1/27, 46, 12, 29, 9, 1
2019/1/28, 23, 8, 28, 9, 2
2019/1/29, 16, 8, 23, 15, 1
2019/1/30, 19, 9, 26, 8, 
2019/1/31, 15, 11, 35, 7, 
2019/2/1, 14, 16, 31, 8, 1
2019/2/2, 36, 15, 28, 12, 1
2019/2/3, 37, 14, 15, 28, 
2019/2/4, 33, 24, 17, 31, 1
2019/2/5, 61, 33, 14, 29, 1
2019/2/6, 77, 24, 25, 18, 1
2019/2/7, 60, 15, 23, 26, 2
2019/2/8, 36, 20, 30, 18, 5
2019/2/9, 50, 13, 28, 7, 
2019/2/10, 27, 11, 28, 15, 
2019/2/11, 21, 16, 21, 25, 
2019/2/12, 36, 21, 23, 27, 
2019/2/13, 53, 28, 27, 19, 
2019/2/14, 64, 21, 27, 16, 
2019/2/15, 48, 21, 27, 18, 
2019/2/16, 53, 29, 23, 21, 
2019/2/17, 67, 22, 32, 11, 
2019/2/18, 53, 13, 25, 14, 
2019/2/19, 30, 18, 23, 28, 
2019/2/20, 45, 40, 27, 25, 
2019/2/21, 76, 41, 25, 16, 
2019/2/22, 78, 44, 26, 27, 
2019/2/23, 83, 53, 24, 30, 
2019/2/24, 98, 40, 26, 27, 
2019/2/25, 82, 34, 26, 21, 
2019/2/26, 68, 26, 26, 18, 
2019/2/27, 53, 21, 31, 14, 
2019/2/28, 42, 12, 30, 9, 
2019/3/1, 27, 10, 26, 6, 
2019/3/2, 19, 7, 27, 10, 
2019/3/3, 19, 10, 31, 11, 
2019/3/4, 23, 14, 29, 5, 
2019/3/5, 25, 8, 32, 8, 
2019/3/6, 11, 17, 28, 20, 
2019/3/7, 31, 14, 30, 9, 
2019/3/8, 25, 8, 29, 13, 
2019/3/9, 20, 9, 20, 7, 
2019/3/10, 20, 8, 27, 10, 
2019/3/11, 16, 15, 30, 14, 
2019/3/12, 39, 10, 35, 7, 
2019/3/13, 23, 11, 31, 12, 
2019/3/14, 23, 17, 27, 24, 
2019/3/15, 42, 27, 35, 23, 
2019/3/16, 63, 23, 32, 7, 
2019/3/17, 52, 13, 31, 9, 
2019/3/18, 27, 14, 33, 14, 
2019/3/19, 28, 13, 33, 16, 
2019/3/20, 26, 12, 31, 16, 
2019/3/21, 22, 16, 35, 21, 
2019/3/22, 35, 15, 23, 12, 
2019/3/23, 34, 15, 35, 12, 
2019/3/24, 38, 17, 33, 19, 
2019/3/25, 44, 17, 32, 17, 
2019/3/26, 35, 18, 37, 12, 
2019/3/27, 36, 18, 39, 18, 
2019/3/28, 40, 20, 40, 18, 
2019/3/29, 46, 23, 38, 19, 
2019/3/30, 49, 21, 41, 14, 
2019/3/31, 51, 18, 32, 16, 
2018/10/1, 55, 23, 32, 30, 1
2018/10/2, 43, 23, 32, 27, 
2018/10/3, 43, 26, 25, 41, 
2018/10/4, 52, 26, 37, 29, 
2018/10/5, 55, 22, 31, 22, 1
2018/10/6, 51, 17, 32, 7, 1
2018/10/7, 32, 13, 31, 21, 1
2018/10/8, 20, 16, 30, 20, 2
2018/10/9, 25, 19, 42, 19, 5
2018/10/10, 35, 15, 30, 10, 1
2018/10/11, 29, 13, 24, 14, 
2018/10/12, 31, 16, 25, 14, 1
2018/10/13, 39, 14, 30, 7, 
2018/10/14, 35, 14, 26, 13, 
2018/10/15, 28, 11, 20, 14, 
2018/10/16, 33, 10, 24, 12, 1
2018/10/17, 28, 8, 25, 10, 
2018/10/18, 19, 12, 24, 13, 1
2018/10/19, 41, 13, 24, 11, 1
2018/10/20, 35, 11, 25, 11, 
2018/10/21, 26, 16, 24, 22, 
2018/10/22, 41, 28, 23, 22, 2
2018/10/23, 62, 33, 24, 21, 1
2018/10/24, 69, 33, 21, 27, 2
2018/10/25, 67, 36, 22, 22, 1
2018/10/26, 73, 24, 29, 5, 
2018/10/27, 51, 14, 29, 4, 
2018/10/28, 20, 11, 28, 11, 
2018/10/29, 16, 8, 28, 13, 1
2018/10/30, 15, 9, 22, 16, 
2018/10/31, 20, 7, 24, 15, 
2018/11/1, 23, 12, 21, 14, 
2018/11/2, 33, 7, 23, 6, 
2018/11/3, 16, 6, 26, 16, 1
2018/11/4, 15, 6, 30, 16, 1
2018/11/5, 17, 14, 27, 22, 
2018/11/6, 29, 14, 29, 21, 
2018/11/7, 25, 25, 25, 25, 
2018/11/8, 49, 19, 26, 23, 1
2018/11/9, 40, 18, 30, 22, 
2018/11/10, 36, 12, 18, 22, 1
2018/11/11, 29, 11, 22, 22, 1
2018/11/12, 39, 12, 20, 18, 
2018/11/13, 23, 20, 12, 22, 
2018/11/14, 46, 24, 16, 16, 
2018/11/15, 55, 31, 16, 24, 
2018/11/16, 68, 33, 20, 10, 
2018/11/17, 74, 23, 27, 13, 
2018/11/18, 55, 14, 17, 26, 1
2018/11/19, 34, 6, 24, 21, 
2018/11/20, 15, 12, 26, 19, 
2018/11/21, 27, 12, 18, 31, 1
2018/11/22, 28, 22, 16, 32, 
2018/11/23, 57, 18, 26, 18, 
2018/11/24, 46, 12, 27, 8, 1
2018/11/25, 27, 18, 29, 17, 1
2018/11/26, 32, 32, 10, 36, 1
2018/11/27, 63, 37, 10, 29, 1
2018/11/28, 77, 22, 15, 25, 1
2018/11/29, 61, 19, 15, 29, 1
2018/11/30, 49, 31, 15, 32, 2
2018/12/1, 67, 33, 6, 29, 3
2018/12/2, 74, 27, 14, 22, 1
2018/12/3, 73, 16, 13, 21, 1
2018/12/4, 54, 36, 6, 29, 1
2018/12/5, 79, 25, 11, 24, 
2018/12/6, 62, 16, 19, 17, 1
2018/12/7, 43, 13, 25, 15, 
2018/12/8, 30, 20, 15, 25, 1
2018/12/9, 46, 23, 11, 20, 1
2018/12/10, 61, 18, 4, 26, 1
2018/12/11, 45, 31, 20, 24, 2
2018/12/12, 69, 21, 30, 10, 
2018/12/13, 41, 27, 21, 23, 1
2018/12/14, 46, 28, 26, 20, 1
2018/12/15, 58, 20, 27, 18, 1
2018/12/16, 51, 28, 17, 31, 2
2018/12/17, 66, 16, 18, 16, 2
2018/12/18, 39, 25, 14, 34, 1
2018/12/19, 49, 28, 11, 34, 1
2018/12/20, 57, 28, 11, 32, 2
2018/12/21, 63, 26, 13, 14, 1
2018/12/22, 61, 10, 13, 6, 1
2018/12/23, 28, 8, 9, 10, 1
2018/12/24, 29, 12, 10, 13, 
2018/12/25, 35, 23, 6, 20, 1
2018/12/26, 62, 35, 4, 20, 1
2018/12/27, 82, 25, 18, 17, 1
2018/12/28, 63, 19, 17, 13, 
2018/12/29, 52, 12, 18, 9, 
2018/12/30, 38, , , , 
2018/7/1, 33, 14, 35, 10, 1
2018/7/2, 33, 12, 29, 12, 
2018/7/3, 28, 8, 26, 8, 
2018/7/4, 22, 7, 31, 7, 
2018/7/5, 16, 7, 29, 5, 
2018/7/6, 16, 6, 23, 4, 
2018/7/7, 13, 9, 35, 4, 
2018/7/8, 22, 19, 34, 7, 
2018/7/9, 53, 20, 34, 9, 1
2018/7/10, 57, 17, 40, 7, 
2018/7/11, 51, 17, 34, 6, 
2018/7/12, 44, 18, 32, 12, 1
2018/7/13, 48, 16, 30, 8, 
2018/7/14, 39, 14, 32, 5, 
2018/7/15, 32, 13, 28, 8, 
2018/7/16, 35, 12, 27, 6, 
2018/7/17, 29, 12, 27, 7, 1
2018/7/18, 20, 11, 25, 7, 
2018/7/19, 26, 11, 29, 7, 
2018/7/20, 29, 14, 26, 7, 
2018/7/21, 36, 8, 24, 5, 
2018/7/22, 23, 10, 24, 7, 1
2018/7/23, 31, 10, 26, 9, 
2018/7/24, 25, 11, 26, 7, 
2018/7/25, 33, 9, 25, 7, 
2018/7/26, 30, 7, 23, 8, 
2018/7/27, 13, 10, 22, 7, 
2018/7/28, 17, 11, 27, 6, 1
2018/7/29, 19, 10, 17, 6, 
2018/7/30, 24, 8, 22, 5, 1
2018/7/31, 16, 10, 39, 14, 1
2018/8/1, 15, 23, 49, 25, 1
2018/8/2, 51, 35, 50, 41, 4
2018/8/3, 67, 38, 49, 33, 1
2018/8/4, 67, 60, 39, 23, 2
2018/8/5, 104, 52, 30, 32, 1
2018/8/6, 88, 30, 33, , 1
2018/8/7, 64, 10, 24, 3, 
2018/8/8, 20, 9, 24, 3, 1
2018/8/9, 18, 11, 27, 5, 1
2018/8/10, 21, 13, 30, 5, 
2018/8/11, 29, 8, 19, 4, 
2018/8/12, 23, 6, 24, 4, 
2018/8/13, 16, 8, 27, 5, 
2018/8/14, 16, 15, 31, 6, 
2018/8/15, 39, 18, 29, 5, 
2018/8/16, 48, 16, 28, 6, 1
2018/8/17, 38, 20, 47, 12, 
2018/8/18, 44, 16, 41, 12, 1
2018/8/19, 39, 15, 38, 13, 1
2018/8/20, 36, 25, 36, 21, 
2018/8/21, 58, 24, 36, 17, 
2018/8/22, 57, 23, 36, 11, 
2018/8/23, 57, 23, 41, 8, 
2018/8/24, 59, 17, 33, 4, 
2018/8/25, 45, 19, 33, 4, 1
2018/8/26, 48, 16, 28, 14, 1
2018/8/27, 41, 19, 22, 5, 1
2018/8/28, 49, 11, 28, 3, 1
2018/8/29, 27, 14, 31, 7, 
2018/8/30, 28, 19, 43, 14, 
2018/8/31, 49, 21, 43, 11, 
2018/9/1, 53, 32, 37, 11, 
2018/9/2, 74, 30, 28, 4, 1
2018/9/3, 62, 19, 30, 7, 
2018/9/4, 47, 28, 36, 9, 
2018/9/5, 54, 24, 38, 12, 
2018/9/6, 53, 26, 39, 21, 1
2018/9/7, 64, 29, 35, 11, 
2018/9/8, 65, 24, 36, 14, 
2018/9/9, 58, 18, 42, 11, 
2018/9/10, 53, 18, 41, 15, 
2018/9/11, 46, 20, 44, 19, 1
2018/9/12, 50, 20, 28, 23, 
2018/9/13, 48, 21, 30, 18, 
2018/9/14, 53, 22, 37, 18, 
2018/9/15, 59, 20, 42, 13, 1
2018/9/16, 57, 19, 24, 28, 
2018/9/17, 52, 16, 17, 9, 
2018/9/18, 34, 15, 27, 11, 
2018/9/19, 31, 13, 22, 9, 1
2018/9/20, 27, 10, 20, 8, 
2018/9/21, 23, 13, 27, 10, 
2018/9/22, 28, 17, 38, 9, 
2018/9/23, 35, 20, 37, 17, 
2018/9/24, 43, 28, 40, 31, 1
2018/9/25, 54, 32, 29, 28, 
2018/9/26, 64, 28, 41, 14, 1
2018/9/27, 57, 23, 35, 12, 
2018/9/28, 46, 22, 34, 9, 
2018/9/29, 45, 20, 31, 8, 
2018/9/30, 50, 24, 34, 18, 
2018/4/1, 32, 15, 35, 7, 
2018/4/2, 32, 17, 36, 5, 1
2018/4/3, 26, 28, 35, 11, 1
2018/4/4, 48, 24, 31, 18, 1
2018/4/5, 53, 17, 24, 13, 
2018/4/6, 40, 11, 26, 13, 
2018/4/7, 27, 11, 32, 12, 
2018/4/8, 22, 10, 32, 20, 
2018/4/9, 21, 9, 36, 9, 
2018/4/10, 21, 10, 38, 9, 
2018/4/11, 18, 11, 29, 9, 
2018/4/12, 23, 10, 26, 15, 
2018/4/13, 24, 12, 30, 12, 
2018/4/14, 27, 13, 32, 5, 
2018/4/15, 25, 19, 26, 15, 
2018/4/16, 40, 19, 26, 19, 
2018/4/17, 49, 23, 21, 21, 
2018/4/18, 62, 22, 26, 21, 
2018/4/19, 63, 24, 27, 14, 
2018/4/20, 62, 25, 26, 19, 
2018/4/21, 65, 19, 25, 10, 1
2018/4/22, 55, 30, 28, 13, 
2018/4/23, 68, 33, 31, 14, 
2018/4/24, 78, 26, 35, 4, 
2018/4/25, 68, 19, 33, 7, 
2018/4/26, 54, 17, 32, 7, 1
2018/4/27, 42, 11, 36, 12, 
2018/4/28, 29, 9, 37, 9, 1
2018/4/29, 26, 11, 34, 14, 1
2018/4/30, 28, 9, 37, 8, 
2018/5/1, 22, 9, 31, 18, 
2018/5/2, 22, 9, 35, 9, 2
2018/5/3, 23, 14, 38, 11, 1
2018/5/4, 35, 19, 37, 21, 
2018/5/5, 49, 21, 39, 20, 
2018/5/6, 55, 20, 40, 18, 
2018/5/7, 56, 24, 45, 8, 
2018/5/8, 59, 17, 36, 6, 
2018/5/9, 43, 16, 38, 6, 1
2018/5/10, 30, 19, 42, 9, 
2018/5/11, 41, 18, 40, 5, 
2018/5/12, 36, 13, 40, 4, 
2018/5/13, 27, 14, 41, 5, 
2018/5/14, 29, 12, 45, 8, 
2018/5/15, 31, 14, 51, 11, 
2018/5/16, 39, 19, 52, 15, 
2018/5/17, 51, 26, 44, 12, 
2018/5/18, 62, 29, 50, 12, 
2018/5/19, 67, 19, 53, 7, 
2018/5/20, 51, 18, 50, 9, 
2018/5/21, 53, 16, 49, 8, 
2018/5/22, 46, 15, 39, 10, 1
2018/5/23, 43, 16, 31, 16, 
2018/5/24, 48, 13, 28, 15, 1
2018/5/25, 41, 13, 31, 16, 1
2018/5/26, 39, 12, 39, 5, 
2018/5/27, 37, 11, 42, 7, 
2018/5/28, 29, 10, 36, 9, 
2018/5/29, 22, 7, 31, 8, 
2018/5/30, 20, 7, 19, 8, 
2018/5/31, 20, 7, 25, 8, 
2018/6/1, 12, 8, 28, 4, 1
2018/6/2, 12, 8, 28, 4, 
2018/6/3, 17, 5, 27, 7, 1
2018/6/4, 9, 6, 25, 6, 
2018/6/5, 8, 6, 28, 8, 
2018/6/6, 15, 7, 27, 7, 
2018/6/7, 19, 5, 24, 9, 3
2018/6/8, 12, 6, 23, 8, 
2018/6/9, 14, 7, 28, 6, 
2018/6/10, 17, 7, 28, 7, 
2018/6/11, 19, 8, 28, 6, 
2018/6/12, 21, 10, 29, 4, 
2018/6/13, 25, 15, 29, 5, 
2018/6/14, 31, 11, 24, 4, 
2018/6/15, 27, 9, 32, 3, 
2018/6/16, 21, 14, 34, 4, 
2018/6/17, 33, 17, 37, 15, 
2018/6/18, 43, 25, 36, 11, 
2018/6/19, 59, 32, 35, 23, 
2018/6/20, 70, 28, 37, 17, 
2018/6/21, 64, 18, 40, 15, 1
2018/6/22, 52, 27, 33, 19, 1
2018/6/23, 65, 28, 35, 13, 1
2018/6/24, 67, 15, 31, 7, 
2018/6/25, 41, 10, 24, 7, 
2018/6/26, 23, 7, 22, 6, 1
2018/6/27, 14, 8, 22, 6, 1
2018/6/28, 19, 10, 23, 12, 1
2018/6/29, 29, 17, 29, 11, 
2018/6/30, 46, 13, 41, 4, 
2018/1/1, 88, 33, 20, 26, 
2018/1/2, 71, 11, 16, 21, 
2018/1/3, 23, 5, 19, 18, 
2018/1/4, 16, 8, 29, 17, 
2018/1/5, 10, 6, 28, 9, 
2018/1/6, 14, 6, 31, 5, 
2018/1/7, 14, 11, 29, 18, 1
2018/1/8, 24, 23, 24, 17, 1
2018/1/9, 58, 15, 17, 22, 2
2018/1/10, 31, 21, 20, 20, 
2018/1/11, 43, 25, 5, 20, 1
2018/1/12, 59, 9, 27, 14, 
2018/1/13, 15, 8, 23, 17, 1
2018/1/14, 20, 12, 14, 21, 1
2018/1/15, 44, 26, 7, 19, 
2018/1/16, 67, , , , 
2018/1/19, 25, 18, 25, , 1
2018/1/20, 45, 6, 24, 7, 2
2018/1/21, 11, 4, 22, 10, 
2018/1/22, 8, 8, 19, 16, 
2018/1/23, 21, 15, 10, 22, 1
2018/1/24, 48, 26, 25, 18, 
2018/1/25, 65, 10, 23, 12, 1
2018/1/26, 27, 10, 25, 9, 
2018/1/27, 26, 11, 26, 10, 
2018/1/28, 30, 7, 22, 12, 1
2018/1/29, 18, 11, 20, 17, 
2018/1/30, 31, 13, 20, 17, 
2018/1/31, 41, 10, 30, 6, 1
2018/2/1, 19, 10, 29, 8, 
2018/2/2, 22, 13, 26, 11, 
2018/2/3, 36, 5, 30, 5, 1
2018/2/4, 11, 9, 24, 11, 
2018/2/5, 17, 12, 26, 9, 
2018/2/6, 27, 10, 25, 12, 1
2018/2/7, 30, 13, 26, 18, 1
2018/2/8, 41, 11, 24, 14, 1
2018/2/9, 28, 11, 30, 5, 
2018/2/10, 24, 7, 28, 10, 1
2018/2/11, 20, 8, 27, 14, 1
2018/2/12, 17, 14, 29, 23, 1
2018/2/13, 32, 11, 30, 13, 1
2018/2/14, 16, 13, 26, 19, 1
2018/2/15, 27, 22, 29, 27, 1
2018/2/16, 58, 23, 30, 24, 2
2018/2/17, 61, 12, 28, 17, 
2018/2/18, 31, 12, 23, 21, 1
2018/2/19, 37, 15, 25, 17, 
2018/2/20, 39, 13, 25, 20, 1
2018/2/21, 34, 12, 28, 19, 1
2018/2/22, 25, 18, 26, 29, 1
2018/2/23, 45, 21, 34, 22, 1
2018/2/24, 58, 28, 33, 23, 1
2018/2/25, 70, 13, 28, 16, 
2018/2/26, 37, 14, 31, 15, 
2018/2/27, 19, 14, 33, 10, 1
2018/2/28, 27, 15, 32, 13, 
2018/3/1, 30, 13, 32, 8, 
2018/3/2, 23, 18, 39, 9, 
2018/3/3, 28, 12, 33, 17, 
2018/3/4, 16, 15, 36, 10, 
2018/3/5, 20, 14, 32, 14, 
2018/3/6, 25, 19, 27, 22, 1
2018/3/7, 42, 14, 25, 14, 
2018/3/8, 28, 18, 25, 9, 
2018/3/9, 26, 17, 35, 6, 
2018/3/10, 30, 20, 34, 8, 
2018/3/11, 31, 23, 33, 9, 
2018/3/12, 45, 16, 31, 10, 
2018/3/13, 36, 10, 37, 5, 
2018/3/14, 27, 16, 36, 16, 
2018/3/15, 33, 14, 30, 14, 
2018/3/16, 30, 11, 32, 10, 
2018/3/17, 24, 8, 33, 13, 1
2018/3/18, 21, 10, 32, 14, 
